薬品ｺｰﾄﾞ	ﾖﾐｶﾞﾅ	種	薬品名	規格	メーカー	棚番	薬価	購入価	在庫数	調整量	単位	①薬価金額	②購入金額	①－②	販売会社	厚生省ｺｰﾄﾞ
52329029M10202	ﾈｷｼｳﾑｶ01	内	ネキシウムカプセル１０ｍｇ(PTP1Ｃ)		アストラゼネカ	茶	57.6	46.09	576	0	Ｃ	33177.6	26547.84	6629.76	アストラゼネカ	2329029M1027	4987650705102;4987650705201;4987650705300;4987650705409;
52329029M20202	ﾈｷｼｳﾑｶ02	内	ネキシウムカプセル２０ｍｇ(PTP1Ｃ)		アストラゼネカ	茶	100	80.03	456	0	Ｃ	45600	36493.68	9106.32	アストラゼネカ	2329029M2023	4987650706109;4987650706208;4987650706307;4987650706406;
52329029M20248	ﾈｷｼｳﾑｶ02	内	ネキシウムカプセル２０ｍｇ(ﾊﾞﾗ1Ｃ)		アストラゼネカ	カセット	100	79.516	263	0	Ｃ	26300	20912.708	5387.292	アストラゼネカ	2329029M2023	4987650706505;
52329029D10202	ﾈｷｼｳﾑｹﾝﾀﾞ	内	ネキシウム懸濁用顆粒分包１０ｍｇ(分包1包)		アストラゼネカ	散剤引出し	66.2	61.5897	11	0	包	728.2	677.4867	50.7133	アストラゼネカ	2329029D1027	4987650707106;
53969012F30201	ﾈｼｰﾅ02	内	ネシーナ錠２５ｍｇ(PTP1錠)		武田薬品	茶	169.6	137.45	62	0	錠	10515.2	8521.9	1993.3	武田薬品	3969012F3028	4987123149402;4987123149419;
61319759Q10201	ﾈﾊﾞﾅｯｸ	外	ネバナック懸濁性点眼液０．１％(本5mL)		ノバルティスファーマ	下点眼	153	164	10	0	mL	1530	1640	-110	ノバルティスファーマ	1319759Q1026	4987443374508;
62646700M11607	ﾈﾘｿﾞﾅﾅﾝ	外	ネリゾナ軟膏０．１％(ﾁｭｰﾌﾞ5ｇ)		レオファーマ	外用下劇	21	25.4	10	0	ｇ	210	254	-44	ＬＴＬﾌｧｰﾏ	2646700M1163	4987919102031;
62559814J10206	ﾈﾘﾌﾟﾛｸﾄ	外	ネリプロクト坐剤(組7個)		レオファーマ	冷蔵庫	27.8	27.7857	50	0	個	1390	1389.285	0.715	ＬＴＬﾌｧｰﾏ	2559814J1020	4987919102154;4987919102161;4987919102178;
62559814M10207	ﾈﾘﾌﾟﾛｸﾄ	外	ネリプロクト軟膏(ﾁｭｰﾌﾞ2ｇ)		レオファーマ	外用下劇	25.7	19.6429	30	0	ｇ	771	589.287	181.713	ＬＴＬﾌｧｰﾏ	2559814M1026	4987919102123;4987919102130;4987919102147;
52329004M11701	ﾉｲｴﾙｶﾌﾟ20	内	ノイエルカプセル２００ｍｇ(PTP1Ｃ)		アルフレッサファーマ	茶	10	8.7	128	0	Ｃ	1280	1113.6	166.4	アルフレッサファーマ	2329004M1175	4987274129148;4987274129155;4987274129162;4987274129186;
51149023F10301	ﾉｲﾛﾄﾛﾋﾟ	内	ノイロトロピン錠４単位(PTP1錠)		日本臓器製薬	茶	28.9	25.747	1764	0	錠	50979.6	45417.708	5561.892	日本臓器製薬	1149023F1036	4987174111311;4987174111328;4987174111335;4987174111410;
53179106F10301	ﾉｲﾛﾋﾞﾀﾝ	内	ノイロビタン配合錠(PTP1錠)		ＬＴＬﾌｧｰﾏ		5.8	5.8	60	0	錠	348	348	0	ＬＴＬﾌｧｰﾏ	3179106F1039	4987919100204;4987919100228;
76343429L20202	ﾉﾊﾞｸﾄ90	注	ノバクトＭ静注用２０００単位　２０００単位（溶解液付）(瓶1瓶)		ＫＭバイオロジクス	倉庫	60890	54247	0	0	瓶	0	0	0	日本血液製剤機構	6343429L2028	4987867410738;
51172010F10301	ﾉﾊﾞﾐﾝｼﾞ	内	ノバミン錠５ｍｇ(PTP1錠)		共和薬品	下	9.8	7.5938	32	0	錠	313.6	243.0016	70.5984	共和薬品	1172010F1037	4987058201039;4987058201114;
53929007F10201	ﾉﾍﾞﾙｼﾞﾝｼ0	内	ノベルジン錠２５ｍｇ(PTP1錠)		ノーベルファーマ	下劇	230.4	205.29	138	0	錠	31795.2	28330.02	3465.18	ノーベルファーマ	3929007F1029	4987846101510;
53929007F20201	ﾉﾍﾞﾙｼﾞﾝｼ0	内	ノベルジン錠５０ｍｇ(PTP1錠)		ノーベルファーマ	下劇	361	321.66	102	0	錠	36822	32809.32	4012.68	ノーベルファーマ	3929007F2025	4987846101619;
72492415G60201	ﾉﾎﾞﾗﾋﾟｯ90	注	ノボラピッド注　フレックスタッチ　３００単位(ｷｯﾄ1ｷｯﾄ)		ノボ・ノルディスクフ	冷蔵庫	1693	1462	11	0	ｷｯﾄ	18623	16082	2541	ノボ・ノルディスクフ	2492415G6025	4987616003242;
72492415G20201	ﾉﾎﾞﾗﾋﾟｯﾐ0	注	ノボラピッド３０ミックス注　フレックスペン　３００単位(ｷｯﾄ1ｷｯﾄ)		ノボ・ノルディスクフ	冷蔵庫	1737	1484.5	9	0	ｷｯﾄ	15633	13360.5	2272.5	ノボ・ノルディスクフ	2492415G2020	4987616001712;4987616001729;
72492413G50501	ﾉﾎﾞﾘﾝ30	注	ノボリン３０Ｒ注フレックスペン　３００単位(ｷｯﾄ1ｷｯﾄ)		ノボ・ノルディスクフ	冷蔵庫	1676	1402	3	0	ｷｯﾄ	5028	4206	822	ノボ・ノルディスクフ	2492413G5054	4987616001583;4987616001637;
72492413G80501	ﾉﾎﾞﾘﾝRﾁ	注	ノボリンＲ注フレックスペン　３００単位(ｷｯﾄ1ｷｯﾄ)		ノボ・ノルディスクフ	冷蔵庫下	1559	1304	3	0	ｷｯﾄ	4677	3912	765	ノボ・ノルディスクフ	2492413G8053	4987616001576;4987616001606;
51179004F10201	ﾉﾘﾄﾚﾝｼﾞ01	内	ノリトレン錠１０ｍｇ(PTP1錠)		住友ファーマ	下劇袋	5.7	0	0	0	錠	0	0	0	住友ファーマ	1179004F1024	4987116062039;
51179004F20301	ﾉﾘﾄﾚﾝｼﾞ02	内	ノリトレン錠２５ｍｇ(PTP1錠)		住友ファーマ	下劇袋	10.1	9.1948	0	0	錠	0	0	0	住友ファーマ	1179004F2039	4987116062336;
61149704S10201	ﾉﾙｽﾊﾟﾝ05	外	ノルスパンテープ５ｍｇ(枚1枚)		ムンディファーマ	向2-14　	1579.4	1317	2	0	枚	3158.8	2634	524.8	ムンディファーマ	1149704S1020	4987906040018;
52171022F40402	ﾉﾙﾊﾞｽｸｵ05	内	ノルバスクＯＤ錠５ｍｇ(PTP1錠)		ヴィアトリス製薬	茶劇	22.1	16.82	470	0	錠	10387	7905.4	2481.6	ヴィアトリス製薬	2171022F4044	4987901009607;4987901009706;4987901009805;4987901009904;
52171022F40448	ﾉﾙﾊﾞｽｸｵ05	内	ノルバスクＯＤ錠５ｍｇ(ﾊﾞﾗ1錠)		ヴィアトリス製薬	カセット	22.1	16.82	364	0	錠	8044.4	6122.48	1921.92	ヴィアトリス製薬	2171022F4044	4987901010009;
52171022F60302	ﾉﾙﾊﾞｽｸｵ10	内	ノルバスクＯＤ錠１０ｍｇ(PTP1錠)		ヴィアトリス製薬	下劇	35.4	26.93	200	0	錠	7080	5386	1694	ヴィアトリス製薬	2171022F6039	4987901010108;4987901010207;
54291003F11601	ﾉﾙﾊﾞﾃﾞｯｼ1	内	ノルバデックス錠１０ｍｇ(PTP1錠)		アストラゼネカ	抗癌剤2	61.9	50.7667	74	0	錠	4580.6	3756.7358	823.8642	アストラゼネカ	4291003F1163	4987650617405;4987650617504;4987650617603;
54291003F20501	ﾉﾙﾊﾞﾃﾞｯｼ2	内	ノルバデックス錠２０ｍｇ(PTP1錠)		アストラゼネカ	抗癌剤2	111.1	241.2	5	0	錠	555.5	1206	-650.5	アストラゼネカ	4291003F2054	4987650618303;4987650618402;
52113003F20202	ﾊｰﾌｼﾞｺﾞ02	内	ハーフジゴキシンＫＹ錠０．１２５　０．１２５ｍｇ(PTP1錠)		京都薬品	茶劇	9.8	8	56	0	錠	548.8	448	100.8	トーアエイヨー	2113003F2029	4987142731114;4987142731138;4987142731145;
52113003F20248	ﾊｰﾌｼﾞｺﾞ02	内	ハーフジゴキシンＫＹ錠０．１２５　０．１２５ｍｇ(ﾊﾞﾗ1錠)		京都薬品	カセット	9.8	7.88	79	0	錠	774.2	622.52	151.68	トーアエイヨー	2113003F2029	4987142731121;
53399007H10201	ﾊﾞｲｱｽﾋﾟ10	内	バイアスピリン錠１００ｍｇ(PTP1錠)		バイエル薬品	茶	5.7	4.4429	1419	0	錠	8088.3	6304.4751	1783.8249	バイエル薬品	3399007H1021	4987341103095;
53399007H10247	ﾊﾞｲｱｽﾋﾟ10	内	バイアスピリン錠１００ｍｇ(ﾊﾞﾗ1錠)		バイエル薬品	カセット､ﾊﾞﾗ	5.7	4.444	908	0	錠	5175.6	4035.152	1140.448	バイエル薬品	3399007H1021	4987341103101;
54229001M10201	ﾊｲﾄﾞﾚｱｶ	内	ハイドレアカプセル５００ｍｇ(PTP1Ｃ)		ブリストル・マイヤー	抗癌剤3	212.1	161.06	131	0	Ｃ	27785.1	21098.86	6686.24	ブリストル・マイヤー	4229001M1027	4987279036038;
89000000000350	ﾊｲﾄﾞﾛｻｲﾄ1	材	ハイドロサイトライフ標準型12.9cmX12.9cm(ﾋｰﾄ57.76cm2)				10	11.1323	0	0	cm2	0	0	0		989000000003	4582111154712;
51149032F20201	ﾊｲﾍﾟﾝｼﾞ20	内	ハイペン錠２００ｍｇ(PTP1錠)		日本新薬	茶劇	17.9	14.5	16	0	錠	286.4	232	54.4	日本新薬	1149032F2023	4987173000760;4987173000777;4987173000784;4987173000999;
53131002F12701	ﾊｲﾎﾞﾝｼﾞ02	内	ハイボン錠２０ｍｇ(PTP1錠)		ニプロＥＳファーマ	下袋	5.7	5.7	18	0	錠	102.6	102.6	0	ニプロＥＳファーマ	3131002F1276	4987813703006;
51179041F30201	ﾊﾟｷｼﾙｼﾞ00	内	パキシル錠５ｍｇ(PTP1錠)		グラクソ・スミスクラ	下劇袋	32.2	38.7	20	0	錠	644	774	-130	グラクソ・スミスクラ	1179041F3028	4987246716178;
51179041G10201	ﾊﾟｷｼﾙｼ01	内	パキシルＣＲ錠１２．５ｍｇ(PTP1錠)		グラクソ・スミスクラ	茶劇	57.7	53.8947	63	0	錠	3635.1	3395.3661	239.7339	グラクソ・スミスクラ	1179041G1020	4987246716185;
67121703X13947	ﾊｸｼｮｸﾜｾ	外	白色ワセリン「ヨシダ」(ﾊﾞﾗ1ｇ)		吉田製薬	軟膏棚	2.38	2.38	940	0	ｇ	2237.2	2237.2	0	吉田製薬	7121703X1399	4987288861027;
62492700R10201	ﾊﾞｸｽﾐｰﾃ03	外	バクスミー点鼻粉末剤３ｍｇ(瓶1瓶)		日本イーライリリー		8368.6	7455	0	0	瓶	0	0	0	日本イーライリリー	2492700R1022	4987428614506;
56290100D10847	ﾊﾞｸﾀｶﾘｭ	内	バクタ配合顆粒(ﾊﾞﾗ1ｇ)		シオノギファーマ	散剤3	78.8	70.1952	87.5	0	ｇ	6895	6142.08	752.92	塩野義製薬	6290100D1088	4987087035001;
56290100F21101	ﾊﾞｸﾀｼﾞｮ	内	バクタ配合錠(PTP1錠)		シオノギファーマ	茶	69.2	61.65	229	0	錠	15846.8	14117.85	1728.95	塩野義製薬	6290100F2115	4987087034998;
62669701N20401	ﾊﾟｽﾀﾛﾝｸ02	外	パスタロンクリーム２０％(ﾁｭｰﾌﾞ25ｇ)		佐藤製薬	外用下	5.1	5.1	175	0	ｇ	892.5	892.5	0	佐藤製薬	2669701N2040	4987316130033;
62669701M10701	ﾊﾟｽﾀﾛﾝﾅ01	外	パスタロンソフト軟膏１０％(ﾁｭｰﾌﾞ20ｇ)		佐藤製薬	新規薬	4.9	0	0	0	ｇ	0	0	0	佐藤製薬	2669701M1073	4987316129990;4987316130002;
53999027F10301	ﾊﾞｾﾞﾄﾞｷｼ0	内	バゼドキシフェン錠２０ｍｇ「サワイ」(PTP1錠)		沢井製薬	茶	37.2	29.53	388	0	錠	14433.6	11457.64	2975.96	沢井製薬	3999027F1039	4987080199113;4987080199120;4987080199175;
61319752Q10201	ﾊﾟﾀﾉｰﾙ	外	パタノール点眼液０．１％(本5mL)		ノバルティスファーマ	茶点眼	116.6	91.02	100	0	mL	11660	9102	2558	協和キリン	1319752Q1024	4987057522470;
57149006X12246	ﾊｯｶﾕﾆｯｺ	内	ハッカ油「ニッコー」(ﾊﾞﾗ1mL)		日興製薬	外用棚	14.1	20	20	0	mL	282	400	-118	日興製薬販売	7149006X1221	4987290162518;4987290162532;
53399001F13802	ﾊﾟﾅﾙｼﾞﾝ10	内	パナルジン錠１００ｍｇ(PTP1錠)		クリニジェン	PTP/ﾊﾞﾗ	12.2	0	0	0	錠	0	0	0	クリニジェン	3399001F1384	4987909107114;4987909107213;4987909107312;4987909107411;
53999050F20201	ﾊﾞﾌｾｵｼﾞ30	内	バフセオ錠３００ｍｇ(PTP1錠)		田辺三菱製薬	下劇	366	306.45	63	0	錠	23058	19306.35	3751.65	田辺三菱製薬	3999050F2026	4987128223190;
56250019F13601	ﾊﾞﾗｼｸﾛﾋｼ5	内	バラシクロビル錠５００ｍｇ「ＳＰＫＫ」(PTP1錠)		サンドファーマ	在庫なし	97.6	0	0	0	錠	0	0	0	サンド	6250019F1365	4987614439401;
52329028F30201	ﾊﾟﾘｴｯﾄｼ00	内	パリエット錠５ｍｇ(PTP1錠)		エーザイ	下､POP/バラ	35.7	26.11	189	0	錠	6747.3	4934.79	1812.51	ＥＡファーマ	2329028F3026	4987699058665;4987699058672;
52329028F10201	ﾊﾟﾘｴｯﾄｼ01	内	パリエット錠１０ｍｇ(PTP1錠)		エーザイ	茶	61.5	45.5286	151	0	錠	9286.5	6874.8186	2411.6814	ＥＡファーマ	2329028F1023	4987699058733;4987699058757;4987699058771;
52329028F10247	ﾊﾟﾘｴｯﾄｼ01	内	パリエット錠１０ｍｇ(ﾊﾞﾗ1錠)		エーザイ	カセット	61.5	45.52	243	0	錠	14944.5	11061.36	3883.14	ＥＡファーマ	2329028F1023	4987699058764;
52149041F22001	ﾊﾞﾙｻﾙﾀﾝｼ0	内	バルサルタン錠４０ｍｇ「ケミファ」(PTP1錠)		日本ケミファ	茶	10.1	7.6714	119	0	錠	1201.9	912.8966	289.0034	日本ケミファ	2149041F2205	4987171785119;4987171785140;
52149041F33601	ﾊﾞﾙｻﾙﾀﾝｼ0	内	バルサルタン錠８０ｍｇ「Ｍｅ」(PTP1錠)		Ｍｅファルマ	茶	18.2	12.85	498	0	錠	9063.6	6399.3	2664.3	Ｍｅファルマ	2149041F3368	4987916000286;4987916000293;4987916000309;4987916000316;
51124007F20203	ﾊﾙｼｵﾝ02	内	ハルシオン０．２５ｍｇ錠(PTP1錠)		ファイザー	茶向30	10.7	8.84	132.5	0	錠	1417.75	1171.3	246.45	ファイザー	1124007F2026	4987114933409;4987114933508;
52590008F20201	ﾊﾙﾅｰﾙ20	内	ハルナールＤ錠０．２ｍｇ(PTP1錠)		アステラス製薬	茶	50	37.3429	145	0	錠	7250	5414.7205	1835.2795	アステラス製薬	2590008F2022	4987233006480;4987233012931;
51139004F22001	ﾊﾞﾙﾌﾟﾛ02	内	バルプロ酸ナトリウム錠２００ｍｇ「ＤＳＰ」(PTP1錠)		住友ファーマ	下	10.1	8.63	111	0	錠	1121.1	957.93	163.17	住友ファーマ	1139004F2203	4987116010870;4987116010887;
51139004G20501	ﾊﾞﾙﾌﾟﾛｴｽｼ	内	バルプロ酸ナトリウムＳＲ錠２００ｍｇ「アメル」(PTP1錠)		共和薬品	下	10.1	9.2	35	0	錠	353.5	322	31.5	共和薬品	1139004G2055	4987058525036;
62290701G10301	ﾊﾟﾙﾐｺｰ100	外	パルミコート１００μｇタービュヘイラー１１２吸入　１１．２ｍｇ(瓶1瓶)		アストラゼネカ	吸入	1166.8	906	3	0	瓶	3500.4	2718	782.4	アストラゼネカ	2290701G1039	4987650209303;
52183007F10201	ﾊﾟﾙﾓﾃﾞｨ01	内	パルモディア錠０．１ｍｇ(PTP1錠)		興和	茶､PTP/バラ	33.1	33.1	627	0	錠	20753.7	20753.7	0	興和	2183007F1025	4987770515506;4987770523402;
61169701S50201	ﾊﾙﾛﾋﾟﾃ40	外	ハルロピテープ４０ｍｇ(枚1枚)		久光製薬	外用下劇	970.9	800.8929	11	0	枚	10679.9	8809.8219	1870.0781	協和キリン	1169701S5025	4987057646800;
51179041F11302	ﾊﾟﾛｷｾﾁﾝ10	内	パロキセチン錠１０ｍｇ「ＮＰ」(PTP1錠)		ニプロ	下劇	15.1	12.68	116	0	錠	1751.6	1470.88	280.72	ニプロ	1179041F1130	4987190029706;4987190029720;4987190029737;
51179041F23001	ﾊﾟﾛｷｾﾁﾝ20	内	パロキセチン錠２０ｍｇ「明治」(PTP1錠)		ＭｅｉｊｉＳｅｉｋａ	下劇	36.5	29.14	78	0	錠	2847	2272.92	574.08	ＭｅｉｊｉＳｅｉｋａ	1179041F2307	4987222716062;4987222716147;4987222716222;
51179020F21001	ﾊﾛﾍﾟﾘﾄﾞ10	内	ハロペリドール錠１ｍｇ「アメル」(PTP1錠)		共和薬品	下劇	6.1	4.8966	58	0	錠	353.8	284.0028	69.7972	共和薬品	1179020F2100	4987058808283;
62646721N10703	ﾊﾟﾝﾃﾞﾙｸ	外	パンデルクリーム０．１％(ﾁｭｰﾌﾞ5ｇ)		大正製薬	外用下	22.3	21.8667	15	0	ｇ	334.5	328.0005	6.4995	大正製薬	2646721N1071	4987306049239;
62646721M10603	ﾊﾟﾝﾃﾞﾙﾅ	外	パンデル軟膏０．１％(ﾁｭｰﾌﾞ5ｇ)		大正製薬	外用下袋	22.3	20	10	0	ｇ	223	200	23	大正製薬	2646721M1068	4987306048997;
62646721M10604	ﾊﾟﾝﾃﾞﾙﾅ	外	パンデル軟膏０．１％(ﾁｭｰﾌﾞ10ｇ)		大正製薬		22.3	0	0	0	ｇ	0	0	0	大正製薬	2646721M1068	4987306049017;
62646721M10648	ﾊﾟﾝﾃﾞﾙﾅ	外	パンデル軟膏０．１％(ﾊﾞﾗ1ｇ)		大正製薬		22.3	16.87	100	0	ｇ	2230	1687	543	大正製薬	2646721M1068	4987306049116;4987306049123;
53133001B11901	ﾊﾟﾝﾄｼﾝｻ	内	パントシン散２０％(分包1ｇ)		アルフレッサファーマ	分包棚4	13.6	11.4683	564	0	ｇ	7670.4	6468.1212	1202.2788	アルフレッサファーマ	3133001B1193	4987274129469;
61319720Q32301	ﾋｱﾙﾛﾝｻﾝﾅﾃ	外	ヒアルロン酸Ｎａ点眼液０．１％「センジュ」　５ｍＬ(瓶1瓶)		千寿製薬	茶点眼	191.9	149	18	0	瓶	3454.2	2682	772.2	武田薬品	1319720Q3230	4987123001373;4987123001380;
61319720Y21801	ﾋｱﾙﾛﾝｻﾝﾅﾃ	外	ヒアルロン酸Ｎａ点眼液０．３％「センジュ」　５ｍＬ(瓶1瓶)		千寿製薬	下点眼	259	216.4615	3	0	瓶	777	649.3845	127.6155	武田薬品	1319720Y2187	4987123001397;4987123001403;
61319720Q31301	ﾋｱﾙﾛﾝｻﾝﾋﾟ	外	ヒアルロン酸ナトリウムＰＦ点眼液０．１％「日点」　５ｍＬ(瓶1瓶)		ロートニッテン	茶点眼	115.2	97.8	36	0	瓶	4147.2	3520.8	626.4	ロートニッテン	1319720Q3132	4987421324228;
61319720Q30701	ﾋｱﾚｲﾝﾃ01	外	ヒアレイン点眼液０．１％　５ｍＬ(瓶1瓶)		参天製薬	茶点眼	294.1	294.1	32	0	瓶	9411.2	9411.2	0	参天製薬	1319720Q3078	4987084152541;4987084152558;4987084152565;
61319720Y20201	ﾋｱﾚｲﾝﾃ03	外	ヒアレイン点眼液０．３％　５ｍＬ(瓶1瓶)		参天製薬	下点眼	421.6	389.75	4	0	瓶	1686.4	1559	127.4	参天製薬	1319720Y2020	4987084152268;4987084152275;
61319720Q40301	ﾋｱﾚｲﾝﾐ01	外	ヒアレインミニ点眼液０．１％　０．４ｍＬ(個1個)		参天製薬	茶点眼	14.2	12.71	728	0	個	10337.6	9252.88	1084.72	参天製薬	1319720Q4031	4987084152633;4987084152657;
51180109F10303	ﾋﾟｰｴｲｼﾞ	内	ピーエイ配合錠(PTP1錠)		全星薬品	茶	4.7	3.4	383	0	錠	1800.1	1302.2	497.9	全星薬品	1180109F1034	4987104021307;4987104021314;
51180107D11301	ﾋﾟｰｴﾙ	内	ＰＬ配合顆粒(分包1ｇ)		シオノギファーマ	分包棚４､1G分包	6.5	5	0	0	ｇ	0	0	0	塩野義製薬	1180107D1131	4987087035032;4987087035049;
52190036D10201	ﾋﾟｰﾄﾙｶ02	内	ピートル顆粒分包２５０ｍｇ(分包1包)		キッセイ薬品	分包棚3	159.1	140.6429	167	0	包	26569.7	23487.3643	3082.3357	キッセイ薬品	2190036D1025	4987051593131;4987051593155;
52190036D20201	ﾋﾟｰﾄﾙｶ05	内	ピートル顆粒分包５００ｍｇ(分包1包)		キッセイ薬品	分包棚3	233.1	206.0595	132	0	包	30769.2	27199.854	3569.346	キッセイ薬品	2190036D2021	4987051593339;4987051593353;
53969007F11301	ﾋﾟｵｸﾞﾘﾀ01	内	ピオグリタゾン錠１５ｍｇ「サワイ」(PTP1錠)		沢井製薬	茶	15.6	11.25	136	0	錠	2121.6	1530	591.6	沢井製薬	3969007F1130	4987080598015;4987080598022;4987080598077;
53969007F13201	ﾋﾟｵｸﾞﾘﾀ01	内	ピオグリタゾン錠１５ｍｇ「武田テバ」(PTP1錠)		武田テバファーマ	新規薬	12	10	100	0	錠	1200	1000	200	武田薬品	3969007F1326	4987123417532;4987123417549;
53969007F20601	ﾋﾟｵｸﾞﾘﾀ03	内	ピオグリタゾン錠３０ｍｇ「ＮＰ」(PTP1錠)		ニプロ	茶	23.7	16.04	135	0	錠	3199.5	2165.4	1034.1	ニプロ	3969007F2063	4987190029409;4987190029430;
52316017F20201	ﾋﾞｵｽﾘｰｵ	内	ビオスリー配合ＯＤ錠(PTP1錠)		東亜薬品工業	茶	5.7	3.799	216	0	錠	1231.2	820.584	410.616	鳥居薬品	2316017F2023	4987158710004;
52316020F10202	ﾋﾞｵﾌｪﾙﾐ	内	ビオフェルミン錠剤(PTP1錠)		ビオフェルミン製薬	茶	5.7	5.0714	640	0	錠	3648	3245.696	402.304	大正製薬	2316020F1029	4987306066182;4987306066212;4987306066250;
52316012A11302	ﾋﾞｵﾌｪﾙﾐ	内	ビオフェルミン配合散(分包1ｇ)		ビオフェルミン製薬	分包棚5-3	6.3	4.795	301.5	0	ｇ	1899.45	1445.6925	453.7575	大正製薬	2316012A1132	4987306066625;4987306066700;
52316004F10203	ﾋﾞｵﾌｪﾙﾐｱ	内	ビオフェルミンＲ錠(PTP1錠)		ビオフェルミン製薬	茶	5.9	4.78	67	0	錠	395.3	320.26	75.04	大正製薬	2316004F1020	4987306066984;4987306067028;4987306067097;
52316004B10348	ﾋﾞｵﾌｪﾙﾐｱ	内	ビオフェルミンＲ散(ﾊﾞﾗ1ｇ)		ビオフェルミン製薬	散剤3	6.3	4.9398	35	0	ｇ	220.5	172.893	47.607	大正製薬	2316004B1036	4987306066922;4987306066960;
54291009F21201	ﾋﾞｶﾙﾀﾐﾄﾞｵ	内	ビカルタミドＯＤ錠８０ｍｇ「ＤＳＥＰ」(PTP1錠)		第一三共エスファ	茶劇	166.9	122.6	249	0	錠	41558.1	30527.4	11030.7	第一三共	4291009F2124	4987081188703;4987081188710;
72499410G10201	ﾋﾞｸﾄｰｻﾞ90	注	ビクトーザ皮下注１８ｍｇ　３ｍＬ(ｷｯﾄ1ｷｯﾄ)		ノボ・ノルディスクフ	冷蔵庫上	9473	8356	3	0	ｷｯﾄ	28419	25068	3351	ノボ・ノルディスクフ	2499410G1021	4987616003860;
52359005F12601	ﾋﾟｺｽﾙﾌｧｼﾞ	内	ピコスルファートナトリウム錠２．５ｍｇ「イワキ」(PTP1錠)		岩城製薬	下	5.9	4.43	311	0	錠	1834.9	1377.73	457.17	岩城製薬	2359005F1269	4987020020002;4987020020019;4987020020026;
52359005S12901	ﾋﾟｺｽﾙﾌｧﾅ	内	ピコスルファートナトリウム内用液０．７５％「ＪＧ」(本10mL)		長生堂製薬	下	8.1	8.1	110	0	mL	891	891	0	日本ジェネリック	2359005S1291	4987792286149;
51169012F10201	ﾋﾞｼﾌﾛｰﾙ01	内	ビ・シフロール錠０．１２５ｍｇ(PTP1錠)		日本ベーリンガーイン	茶劇	29.9	22.67	105	0	錠	3139.5	2380.35	759.15	日本ベーリンガーイン	1169012F1022	4987413810517;4987413810524;
62149700S30202	ﾋﾞｿﾉﾃ02	外	ビソノテープ２ｍｇ(枚1枚)		トーアエイヨー	外用茶	51	38.7	255	0	枚	13005	9868.5	3136.5	トーアエイヨー	2149700S3020	4987142381203;
62149700S10202	ﾋﾞｿﾉﾃ04	外	ビソノテープ４ｍｇ(枚1枚)		トーアエイヨー	外用茶	69.8	52.9857	138	0	枚	9632.4	7312.0266	2320.3734	トーアエイヨー	2149700S1027	4987142381401;
62149700S20202	ﾋﾞｿﾉﾃ08	外	ビソノテープ８ｍｇ(枚1枚)		トーアエイヨー	外用下	94.7	71.8714	106	0	枚	10038.2	7618.3684	2419.8316	トーアエイヨー	2149700S2023	4987142381807;
